clf,clf_C,clf_algorithm,clf_base_estimator,clf_bootstrap,clf_cache_size,clf_class_weight,clf_coef0,clf_compute_importances,clf_constant,clf_criterion,clf_degree,clf_dual,clf_fit_intercept,clf_gamma,clf_intercept_scaling,clf_kernel,clf_learning_rate,clf_max_depth,clf_max_features,clf_max_iter,clf_max_leaf_nodes,clf_min_density,clf_min_samples_leaf,clf_min_samples_split,clf_n_estimators,clf_n_jobs,clf_oob_score,clf_penalty,clf_probability,clf_random_state,clf_shrinking,clf_splitter,clf_strategy,clf_tol,clf_verbose,subset,subset_cols_to_exclude,subset_max_grades,subset_n_subsets,subset_num_rows,subset_proportions_positive,subset_subset_size,cv,cv_col_name,cv_col_name,cv_expanding_train,cv_inc_value,cv_indices,cv_n_folds,cv_random_state,cv_shuffle,cv_test_start,cv_test_window_size,cv_train_start,cv_train_window_size,subset_note_excluded_col,subset_note_max_grade,subset_note_prop_positive,subset_note_rows,subset_note_sample_num,cv_note_fold,cv_note_test_end,cv_note_test_start,cv_note_train_end,cv_note_train_start,f1_score,roc_auc,prec@1%,prec@2%,prec@5%,prec@10%,prec@20%,feature_ranked_0,feature_ranked_1,feature_ranked_2,feature_ranked_3,feature_ranked_4,feature_ranked_5,feature_ranked_6,feature_ranked_7,feature_ranked_8,feature_ranked_9,feature_score_0,feature_score_1,feature_score_2,feature_score_3,feature_score_4,feature_score_5,feature_score_6,feature_score_7,feature_score_8,feature_score_9
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,1,,,,,0.4363636363636364,0.49351851851851847,0.33999999999999997,0.0,0.0,0.15238095238095237,0.39340659340659345,f3,f9,f8,f12,f2,f0,f6,f4,f5,f10,0.094980404333323915,0.082316499336347937,0.077509027212886397,0.07700296741635014,0.075349577213604052,0.070141192775819025,0.065885796455870102,0.060516587060565702,0.060378256226496625,0.060080797584896858
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,2,,,,,0.40000000000000002,0.52407407407407414,0.33999999999999997,0.16,0.6166666666666666,0.45714285714285713,0.6065934065934065,f9,f8,f13,f10,f3,f1,f5,f0,f7,f2,0.11350938047433887,0.079067750057460598,0.07568669254836731,0.075640226308584899,0.071232339763355357,0.069784462388069096,0.069017325187042067,0.063346872567117712,0.062928205212897867,0.059471401132715693
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,0,,,,,0.44444444444444442,0.51336477987421381,0.995,0.49666666666666665,0.39666666666666667,0.30636363636363634,0.5047619047619047,f3,f4,f7,f2,f0,f12,f5,f13,f9,f1,0.096050221234870975,0.094852213079627587,0.06978079793168479,0.066979792801940996,0.066931706960407927,0.065402854582024078,0.064815618443771358,0.063824157001425005,0.063408030144542382,0.062978363860005535
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,1,,,,,0.32911392405063289,0.46286631874749096,1.0,1.0,0.4,0.5,0.4,f7,f4,f11,f6,f12,f1,f2,f0,f8,f13,0.096436352542409787,0.082097757460416962,0.072676787813436616,0.069064318375231637,0.067795523375165714,0.065835038927793493,0.065241715386132756,0.063663642804389797,0.062905013439156485,0.062114219041726364
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,5,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,2,,,,,0.35135135135135143,0.46603927986906712,0.01000000000000012,0.0,0.595,0.5955555555555556,0.5557894736842105,f1,f11,f13,f6,f4,f3,f5,f8,f10,f0,0.090387913228835506,0.08109688717126419,0.080162089878073953,0.076231835164153536,0.074302051062597366,0.073167917430783241,0.067331460784321243,0.063001526338721539,0.062437797593349054,0.058966000045464262
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,0,,,,,0.66666666666666663,0.5625,0.5,0.0,0.5833333333333334,0.7083333333333333,0.6,f8,f2,f5,f7,f13,f6,f3,f1,f9,f14,0.096036023736421713,0.091402578720753316,0.091310023768009993,0.089125153966049392,0.070974977074932652,0.070661771262847131,0.068538024248225207,0.060890231507378254,0.060495169632562101,0.052257599544268944
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,1,,,,,0.53061224489795922,0.54166666666666663,1.0,1.0,0.8333333333333333,0.8,0.6,f11,f2,f12,f5,f7,f0,f6,f8,f1,f9,0.082974483197431434,0.082449728593419577,0.080817998141302944,0.080243662527936022,0.07652216485874519,0.072021080400476153,0.070642637424329011,0.062623013246249082,0.062146150755999767,0.061726801474106426
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,0,,,,,0.37362637362637363,0.43022798742138368,0.995,0.5033333333333333,0.4125,0.30636363636363634,0.37593984962406013,f3,f13,f8,f0,f9,f6,f1,f12,f7,f5,0.087617166167782576,0.08740646971982842,0.080545837443829746,0.077115871914541334,0.073165671881981503,0.07157855534364789,0.066090752348364382,0.063621165097606389,0.062296295228429749,0.062126662468475549
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,1,,,,,0.41758241758241754,0.43412438625204575,0.01000000000000012,0.4899999999999999,0.6016666666666667,0.40444444444444444,0.2526315789473684,f1,f13,f4,f7,f2,f14,f3,f11,f0,f8,0.083963318835953496,0.082729151045782448,0.076043356718463892,0.073786831152511376,0.068467354567957384,0.068451549662158814,0.06551872457403575,0.063961865683110991,0.063138436838370546,0.062833319945566207
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,0,,,,,0.54088050314465408,0.48888691322901845,1.0,0.6666666666666666,0.33035714285714285,0.44551282051282054,0.5333333333333333,f9,f12,f11,f4,f6,f3,f0,f13,f1,f10,0.086546535619701201,0.085675027776584145,0.081012466334194747,0.076012470644556906,0.075007795781438263,0.070263857587757661,0.067106165596472242,0.065463671373684598,0.063585627832807259,0.061693851336283453
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,1,,,,,0.51572327044025157,0.48017425320056889,0.24999999999999997,0.6666666666666666,0.4642857142857143,0.5333333333333333,0.43333333333333335,f2,f10,f11,f12,f7,f8,f0,f9,f14,f5,0.10645053160642301,0.086261685265639362,0.085017186779865958,0.070159490383904469,0.068918765914511543,0.065779892773396048,0.06346613016633465,0.062267628464999253,0.060633404556483646,0.058041685748728353
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,0,,,,,0.41379310344827591,0.49473684210526314,0.6599999999999999,0.31999999999999995,0.35000000000000003,0.4,0.5571428571428572,f0,f4,f5,f12,f11,f10,f8,f9,f7,f6,0.10741872662752512,0.085315412503579824,0.083129522523922569,0.069750873590397472,0.069616235129981607,0.066973790620054041,0.065174755953857466,0.064736360290080952,0.064169755798842584,0.060571721982106627
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,1,,,,,0.40000000000000002,0.5185185185185186,1.0,1.0,1.0,0.9249999999999999,0.45714285714285713,f0,f3,f14,f5,f2,f12,f7,f4,f6,f11,0.1036526167049478,0.095450364300089754,0.079633223778091164,0.072644925520391479,0.06796908819669413,0.06776982873116566,0.064722601445686451,0.063174320003632017,0.061077639131764089,0.058841553591692818
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,2,,,,,0.56000000000000005,0.62962962962962965,1.0,1.0,1.0,0.6566666666666666,0.6952380952380952,f0,f8,f3,f14,f5,f2,f4,f12,f1,f10,0.10194854187445758,0.087980453011302528,0.074225033965586981,0.072136887355808588,0.071813437957446491,0.068569004256560886,0.067582438696292935,0.063606438868799367,0.059675953011660857,0.058606041098269702
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,0,,,,,0.40000000000000002,0.48333333333333334,0.32999999999999996,0.17,0.5,0.55,0.47692307692307695,f4,f10,f12,f14,f5,f8,f13,f6,f2,f0,0.083383206429929108,0.08031103465738948,0.071786820475651505,0.069960745117383705,0.069927169236345704,0.068147405743628764,0.067847492944173235,0.067641680164076096,0.063544687879404621,0.06345075251080369
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,1,,,,,0.40740740740740738,0.5252252252252253,1.0,1.0,0.6083333333333333,0.44999999999999996,0.4483516483516483,f6,f2,f0,f10,f5,f1,f9,f8,f3,f12,0.076473249932851331,0.07494435697830161,0.074824835999602476,0.073221949751726481,0.071556909605590857,0.071042457766660821,0.068170668893936137,0.063553390176044861,0.063171091336717541,0.062652058090406595
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,2,,,,,0.29166666666666669,0.48602050326188256,1.0,1.0,1.0,0.6095238095238095,0.45494505494505494,f4,f10,f8,f2,f6,f11,f7,f0,f14,f13,0.077795150990884437,0.077342916565339537,0.074681808528797411,0.072774516008574097,0.071968311691144135,0.070543705809768348,0.064775730848425209,0.064722109201341638,0.063579203824232294,0.063224912737582045
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,0,,,,,0.51851851851851849,0.50400160064025612,1.0,0.5,0.8,0.6,0.6,f3,f12,f0,f1,f6,f8,f9,f10,f11,f14,0.082914646187223898,0.073684864146248585,0.072068490682199726,0.07088514466837835,0.070710766674003597,0.069017933600970943,0.067221306317515189,0.066200378069294213,0.065030641844919759,0.062984302944988468
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,1,,,,,0.55932203389830515,0.39975990396158467,0.0,0.5,0.6,0.404040404040404,0.35,f13,f12,f8,f6,f11,f14,f1,f0,f3,f4,0.089848918533080066,0.083024846595442348,0.073851567734954687,0.067674462205441238,0.067396567737227325,0.065919476521148712,0.065116949683733466,0.06506254183243336,0.064538102327363803,0.062551320853421979
<class 'sklearn.ensemble.forest.RandomForestClassifier'>,,,,,,,,,,,,,,,,,,25,,,,,,,1000,,,,,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,2,,,,,0.51020408163265307,0.49599839935974388,1.0,1.0,1.0,0.7,0.5526315789473684,f3,f2,f8,f1,f4,f9,f0,f6,f12,f10,0.082797188492676296,0.078373068620946312,0.073010052189131938,0.068962442962314963,0.067399428719094587,0.066758142265208528,0.06508781640884416,0.064796297179786772,0.064140419239890223,0.064011190793583764
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,0,,,,,0.41025641025641024,0.4864,0.5,0.0,0.41666666666666663,0.4,0.7,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,1,,,,,0.51851851851851849,0.48799999999999999,0.5,0.0,0.0,0.2,0.5,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,0,,,,,0.57692307692307687,0.48099239695878349,1.0,1.0,0.6,0.3,0.45,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,1,,,,,0.43678160919540221,0.51360544217687076,0.0,0.5,0.8,0.6,0.5,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,0,,,,,0.46268656716417905,0.53502844950213369,0.24999999999999997,0.6666666666666666,0.6696428571428572,0.5333333333333333,0.5,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,1,,,,,0.5,0.48790896159317215,0.75,0.3333333333333333,0.19642857142857142,0.4666666666666667,0.4,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,0,,,,,0.63414634146341475,0.38947368421052631,1.0,1.0,1.0,0.7,0.7047619047619048,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,1,,,,,0.52380952380952384,0.40000000000000002,1.0,1.0,1.0,0.6916666666666667,0.5428571428571428,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,2,,,,,0.65000000000000002,0.47777777777777775,1.0,1.0,0.675,0.38333333333333336,0.3904761904761905,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,0,,,,,0.52459016393442626,0.50267857142857142,1.0,1.0,0.6958333333333333,0.7000000000000001,0.6725274725274725,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,1,,,,,0.66666666666666663,0.40312500000000001,0.32999999999999996,0.0,0.30416666666666664,0.44999999999999996,0.4483516483516483,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,2,,,,,0.5,0.50275735294117641,0.33999999999999997,0.16,0.38333333333333336,0.30476190476190473,0.4692307692307693,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,0,,,,,0.47619047619047611,0.44392156862745102,0.0050000000000000044,0.5033333333333333,0.6033333333333333,0.4954545454545454,0.35619047619047617,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,1,,,,,0.49523809523809526,0.44639999999999996,0.0,0.5,0.6,0.7,0.4,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,linear,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,2,,,,,0.54901960784313719,0.45428571428571424,1.0,1.0,0.6074999999999999,0.49444444444444446,0.5957894736842105,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,0,,,,,0.6923076923076924,0.49845679012345678,0.49,0.0,0.0,0.21333333333333337,0.6072727272727273,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,100,,1,,,,,0.69333333333333336,0.451505016722408,0.5099999999999999,0.019999999999999796,0.42499999999999993,0.42499999999999993,0.28444444444444444,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,0,,,,,0.53571428571428581,0.51940776310524217,0.0,0.5,0.4,0.6,0.55,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,200,,1,,,,,0.67586206896551726,0.4813925570228092,0.0,0.0,0.2,0.5,0.4,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,0,,,,,0.64039408866995085,0.5084507042253521,0.255,0.3366666666666666,0.3348214285714286,0.59625,0.5630107526881719,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,2,,,,,,,,,,300,,1,,,,,0.69298245614035092,0.47016274864376134,0.24500000000000002,0.3366666666666666,0.40446428571428567,0.3285714285714286,0.4294252873563219,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,0,,,,,0.60465116279069764,0.5761245674740485,0.6599999999999999,0.31999999999999995,0.35000000000000003,0.6,0.7047619047619048,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,1,,,,,0.73913043478260865,0.34926470588235292,0.6699999999999999,0.33999999999999997,0.0,0.0,0.15238095238095237,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,100,,2,,,,,0.69387755102040816,0.19669117647058823,0.6699999999999999,0.33999999999999997,0.0,0.0,0.0,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,0,,,,,0.0,0.57813911472448054,1.0,0.82,0.6,0.40952380952380957,0.48461538461538467,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,1,,,,,0.0,0.52019230769230773,1.0,0.84,0.6166666666666666,0.5428571428571428,0.3791208791208791,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,200,,2,,,,,0.0,0.43653846153846154,0.33999999999999997,0.16,0.38333333333333336,0.45714285714285713,0.3032967032967033,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,0,,,,,0.078431372549019607,0.5680449618627057,1.0,0.5,0.4,0.7,0.75,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,1,,,,,0.0,0.56483340024086715,1.0,0.5,0.6,0.8,0.65,,,,,,,,,,
<class 'sklearn.svm.classes.SVC'>,,,,,,,,,,,,,,,,rbf,,,,,,,,,,,,,True,,,,,,,<class 'diogenes.grid_search.grid_search_helper.SubsetSweepNumRows'>,,,,"[100, 200, 300]",,,<class 'sklearn.cross_validation.StratifiedKFold'>,,,,,,3,,,,,,,,,,300,,2,,,,,0.0,0.55399437976716182,1.0,0.5,0.4,0.5,0.6,,,,,,,,,,
